,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
0,best-of-ml-python,ml-tooling/best-of-ml-python,['python'],data-engineering,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36,2023-02-09 15:34:34,2023-02-02 22:53:28,347,25.0,1883,356,180,10.0,31.0,12665,2023-02-02 22:53:35,2023.02.02,83.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,36,23,True,1,
1,best-of-python,ml-tooling/best-of-python,['python'],programming-languages,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python,CC-BY-SA-4.0,2021-01-11 19:11:32,2023-02-09 14:03:17,2023-02-09 14:03:17,218,24.0,195,84,125,2.0,4.0,2806,2023-02-09 14:03:28,2023.02.09,78.0,A ranked list of awesome Python open-source libraries and tools. Updated weekly.,9,18,True,1,
2,best-of-web-python,ml-tooling/best-of-web-python,['python'],web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27,2023-02-09 16:36:29,2023-02-02 22:51:15,200,22.0,136,51,125,,2.0,1803,2023-02-02 22:51:26,2023.02.02,75.0,A ranked list of awesome python libraries for web development. Updated weekly.,9,16,True,1,
3,best-of-python-dev,ml-tooling/best-of-python-dev,['python'],dev-tools,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24,2023-02-09 14:41:06,2023-02-02 22:53:03,198,22.0,34,21,122,1.0,5.0,665,2023-02-02 22:53:10,2023.02.02,74.0,A ranked list of awesome python developer tools and libraries. Updated weekly.,5,16,True,1,1.0
4,best-of-jupyter,ml-tooling/best-of-jupyter,['python'],data-engineering,https://github.com/ml-tooling/best-of-jupyter,https://github.com/ml-tooling/best-of-jupyter,CC-BY-SA-4.0,2021-01-01 22:25:48,2023-02-09 14:44:17,2023-02-02 22:52:41,200,22.0,55,21,125,,2.0,598,2023-02-02 22:52:50,2023.02.02,81.0,"A ranked list of awesome Jupyter Notebook, Hub and Lab projects (extensions, kernels, tools). Updated weekly.",10,15,True,2,1.0
5,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/LukasMasuch/best-of-react,https://github.com/LukasMasuch/best-of-react,CC-BY-SA-4.0,2021-02-21 12:52:27,2023-02-09 15:39:20,2023-02-02 22:51:58,235,22.0,30,8,114,1.0,,385,2023-02-02 22:52:06,2023.02.02,76.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,5,15,True,3,
6,best-of-crypto,lukasmasuch/best-of-crypto,,blockchain,https://github.com/LukasMasuch/best-of-crypto,https://github.com/LukasMasuch/best-of-crypto,CC-BY-SA-4.0,2022-01-08 21:25:33,2023-02-09 14:03:40,2023-02-09 14:03:40,149,37.0,19,9,69,2.0,,90,2023-02-09 14:03:57,2023.02.08,50.0,A ranked list of awesome open-source crypto projects. Updated weekly.,3,13,True,1,1.0
7,best-of-streamlit,jrieke/best-of-streamlit,['python'],data-engineering,https://github.com/jrieke/best-of-streamlit,https://github.com/jrieke/best-of-streamlit,CC-BY-SA-4.0,2021-01-09 00:40:46,2023-02-06 12:05:56,2021-05-03 18:03:14,111,,76,12,71,7.0,4.0,557,2021-05-03 17:59:01,2021.05.03-17.47,8.0,A ranked gallery of awesome streamlit apps built by the community.,4,12,False,3,
8,best-of-mkdocs,pawamoy/best-of-mkdocs,,documentation,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22,2023-02-03 11:47:11,2023-02-03 11:47:10,140,12.0,4,5,61,1.0,2.0,132,2023-02-03 11:47:18,2023.02.02,46.0,A ranked list of awesome MkDocs projects and plugins.,4,11,True,1,1.0
9,best-of-digital-gardens,lyz-code/best-of-digital-gardens,,documentation,https://github.com/lyz-code/best-of-digital-gardens,https://github.com/lyz-code/best-of-digital-gardens,CC-BY-SA-4.0,2022-04-21 16:32:43,2023-02-08 18:27:13,2023-02-08 18:27:12,383,101.0,11,3,21,,2.0,114,,,,Ranked list of awesome digital gardens / second brains.,13,11,True,1,2.0
10,thumbor/awesome-thumbor,thumbor/awesome-thumbor,,others,https://github.com/thumbor/awesome-thumbor,https://github.com/thumbor/awesome-thumbor,CC-BY-SA-4.0,2022-01-23 23:37:02,2023-02-09 14:36:56,2023-02-08 20:17:33,300,88.0,3,2,394,,,22,2022-01-23 23:40:03,2022.01.23,1.0,"Everything thumbor, awesomely curated & updated weekly.",4,11,True,1,
11,best-of-ml-rust,e-tornike/best-of-ml-rust,,data-engineering,https://github.com/e-tornike/best-of-ml-rust,https://github.com/e-tornike/best-of-ml-rust,CC-BY-SA-4.0,2021-02-09 10:37:33,2023-02-01 09:20:57,2022-12-16 08:00:21,133,2.0,2,7,100,,,119,2021-10-04 12:57:04,2021.10.04,23.0,A ranked list of awesome machine learning Rust libraries.,2,7,True,3,
